name,booth_number,address,website,linkedin,description,product_categories,link,summary
"Bejing Qingsong Health Network Technology Co., Ltd","Venetian Expo, Halls A-D - 56724","2653 S MILLIKEN AVENUE EASTVALE, CA 91752, United States",http://www.mypifi.com/,https://www.linkedin.com/in/mypifi/,"AeroX Group Inc. owned PiFi, a series of automatic pet care products that integrates AI with advanced features designed to improve pet care. Our mission is to provide pet owners with the most advanced, convenient, and interactive pet feeding experience, combining intelligent hardware to enhance both pet care and owner peace of mind.","Artificial Intelligence, Digital Health, Lifestyle, Smart Home and Appliances, Supply and Logistics",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000a1x6BIAQ,
Bestar Technologies Inc.,"LVCC, West Hall - 6775","555 East Ocean Blvd Suite Long Beach, CA 90802, United States",https://www.bestartech.com/,https://www.linkedin.com/company/bestartech,"BeStar is a Tier 1 manufacturer and global supplier of high quality acoustic audio components and haptics to ICE and EV automotive, heavy duty vehicles, consumer goods, medical devices, mobile communications, computer and consumer electronics industries. BeStar is certified ISO9001, ISO13485, ISO14001, ISO45001, and IATF16949.","Audio, IoT/Sensors, Smart Home and Appliances, Sourcing and Manufacturing, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000000rHkyzAAC,
BioLite,"LVCC, North Hall - 9763","65 Jay Street 3rd Floor Brooklyn, NY 11201, United States",https://www.bioliteenergy.com/,https://www.linkedin.com/company/biolite,"BioLite develops renewable off-grid energy equipment across home, outdoor, and emerging markets. To date we have reached over 14 million individuals globally with our clean energy solutions. CES 2025 marks the official debut of our Home Energy line, Backup by BioLite. Come experience the power of easy energy and a better home.","Construction Tech, Energy Transition, Energy/Power, Smart Home and Appliances, Sustainability",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KYVTzAAP,
BiomiTech,"Venetian Expo, Hall G - 60415","Avenue Louis Philibert Pépinière cleantech, -Technopole de l'arbois, Aix-En-Provence, 13100, France",https://www.biomitech.fr/,https://www.linkedin.com/company/biomitech-eu/?miniCompanyUrn=urn%3Ali%3Afs_miniCompany%3A94073935&lipi=urn%3Ali%3Apage%3Ad_flagship3_company%3BiwNao3dOS%2BmTAe6RW0zYEQ%3D%3D,"Biomitech develops nature-inspired technologies that are reliable and simple, reducing the emissions of future smart cities (BioUrban) and industries (HIB) to achieve the goal of a circular economy. These intelligent carbon sinks use microalgae and photosynthesis to convert CO2 into oxygen, improving the quality of the air we breathe.","Energy/Power, Smart Cities, Smart Home and Appliances, Sustainability",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002QZU2IAO,
Bird Buddy,"Venetian Expo, Halls A-D - 52317","229 E. Michigan Ave. Ste 330 Kalamzoo, MI 49007, United States",https://www.mybirdbuddy.com/,https://www.linkedin.com/company/birdbuddy/mycompany/,"Bird Buddy is on a mission to inspire a global passion for conservation by strengthening our relationship with the nature surrounding our own homes. Through their range of products and services, Bird Buddy is providing new ways to make a lasting and measurable positive impact on our local biodiversity.","Artificial Intelligence, Education Tech, Lifestyle, Smart Home and Appliances, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00002JIyRUQA1,
Bitdefender,"Venetian Tower, Hospitality - Venetian Palazzo Hospitality Suites","15A Sos. Orhideelor, Orhideea Towers Building, 9-12 Floors District 6 Bucharest, 060071, Romania",https://www.bitdefender.com/,https://www.linkedin.com/company/bitdefender/,"Bitdefender is a cybersecurity leader delivering best-in-class threat prevention, detection, and response solutions worldwide. Bitdefender is one of the industry’s most trusted experts for eliminating threats, protecting privacy, digital identity and data. For more information, visit https://www.bitdefender.com/","5G Technologies, Cybersecurity, IoT/Sensors, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001N8WlSAAV,
Black Limited,"Venetian Expo, Halls A-D - 53471","Avenida da Liberdade. M, ""40, 1-A Lisboa, MA 1250-145, Portugal",https://black.inc/,https://www.linkedin.com/company/black-limited-unipessoal-lda/,"BLACK X revolutionizes security with cutting-edge smart home technology, creating advanced, intuitive products that seamlessly integrate into everyday life. Focused on enhancing safety and convenience, the company blends innovation with user-friendly design, setting a new standard in smart security solutions.","Accessibility, Construction Tech, Lifestyle, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000I2ZSRIA3,
Blacklyte Inc.,"LVCC, Central Hall - 15550","219 Dufferin St Suite 100A-1 Toronto, ON M6K 3J1, Canada",https://blacklyte.com/,https://www.linkedin.com/company/blacklyte/,"Blacklyte leads in ergonomic, performance-driven furniture tailored to the needs of gamers and creators. Our deep-rooted partnerships in the esports industry and community-driven initiatives empower connection and elevate performance. Blacklyte is setting new standards in lifestyle furniture for the competitive gaming world.","AR/VR/XR, Content and EntertaInment, Gaming and Esports, Smart Home and Appliances, Streaming",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003pRUQoQAO,
Blink Charging,"LVCC, West Hall - 7275","5081 Howerton Way Bowie, MD 20715, United States",https://blinkcharging.com/,https://www.linkedin.com/company/blinkcharging/,"Blink is a global leader in electric vehicle charging equipment and services, enabling drivers, hosts, and fleets to easily transition to electric transportation through innovative charging solutions. With more than 100,000 charging ports contracted, sold, or deployed worldwide, we're paving the way for the growth and adaptation of EVs.","Energy/Power, Smart Home and Appliances, Sustainability, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001gaLdLQAU,
Blue Two electronics limited,"LVCC, South Hall 1 - 31658","Floors 7-9, Building 3, Songhai New Materials Industry Innovation Center, No.10-12 Yingshan North Road, Lilin Town, Zhongkai High tech Zone, Huizhou City, Gunagdong Province, PRC, Huizhou, 516000, China",http://www.blue2.cn/,Not Available,Specializing in the production of various Powerbanks,"Accessories, Energy/Power, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002KyTWIA0,
BlueAnt Wireless,"Venetian Tower, Hospitality - Venetian Palazzo Hospitality Suites","Suite 6 861 Doncaster Road Victoria Doncaster East, 3109, Australia",https://blueantwireless.com/,Not Available,BlueAnt is a multi-award winning Australian based Audio company.,"Audio, Content and EntertaInment, Gaming and Esports, Home Entertainment and Office Hardware, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003pOcVhQAK,
"Bluefeel Co., Ltd.","Venetian Expo, Halls A-D - 50017","#771, 815, Daewangpangyo-ro, Sujeong-gu Seongnam-si, 13449, South Korea",https://bluefeel.gobizkorea.com/mini/site/miniSiteMain.do?domn_id=bluefeel,Not Available,"Bluefeel, a spin-off from Samsung Electronics with Samsung’s investment, is a Korean small appliance company creating “blue ocean” innovations that address everyday inconveniences in the red ocean appliance market. With 20+ products launched, Bluefeel has won CES Innovation Awards, the German iF Design Award, and selection as a Brand K.","Accessories, Audio, Lifestyle, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001YWGMPQA5,
Blues,"LVCC, North Hall - 10271","50 Harbor Street Manchester, MA 01944, United States",https://blues.io/,https://www.linkedin.com/company/blues-wireless,"Blues is solving the global IoT connectivity problem in just 2 lines of code. Our flagship products, Notecard and Notehub, provide complete scalable device-to-cloud integration. Blues reduces the cost & complexity of building connected devices by including provisioning, security, and security, and cloud optimization as standard features.","Cybersecurity, Digital Health, IoT/Sensors, Smart Cities, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001znTMcQAM,
Bluetooth SIG,"Venetian, Lvl 3 - San Polo 3401A","5209 Lake Washington Blvd NE, Ste. 350 Kirkland, WA 98033, United States",https://www.bluetooth.com/,https://www.linkedin.com/company/bluetooth-sig,"Bluetooth technology is the global standard for simple, secure wireless communication & positioning. It has created connections that have established new markets, shaped culture, & enriched lives. What began as a simple wire replacement technology has become the invisible thread that makes our lives safer, more productive, & more joyful.","Audio, Fitness, IoT/Sensors, Smart Home and Appliances, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KaNVBAA3,
BLUETTI,"LVCC, North Hall - 9837","19F, Block A, KaiDaEr Building No.168 Tong Sha Road, Xili Town, NanShan Guangdong Shenzhen, 518000, China",https://www.bluettipower.com/,https://www.linkedin.com/company/bluetti-power-inc/,"From the very beginning, Poweroak has tried to stay true to a sustainable future through high-performance new energy storage solutions while delivering an exceptional green experience for our homes and our world. BLUETTI, Poweroak’s brand, has now become one of the world's main players.Making its presence over 70 counntries.","Energy/Power, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001eXxlbQAC,
Bodyfriend,"LVCC, Central Hall - 17238","17122 Marquardt Ave Cerritos, CA 90703, United States",https://www.bodyfriend.com/,Not Available,A global #1 in massage chair industry. A global healthcare company that aims to design your life. Our mission is to extend the ‘Healthy Life Year’ of our customers by 10 years.,"Digital Health, Fitness, Lifestyle, Robotics, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001N8bYzAAJ,
Bosch,"LVCC, Central Hall - 16203","38000 Hills Tech Drive Farmington Hills, MI 48331, United States",https://www.bosch.com/,Not Available,"The Bosch Group is a leading global supplier of technology and services. It employs roughly 402,600 associates worldwide (as of Dec. 31, 2021). Its operations are divided into four business sectors: Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology.","IoT/Sensors, Smart Home and Appliances, Sustainability, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000000k52rTAAQ,
Bose Corporation,Venetian Tower - Suite 29-323,"100 The Mountain Road Framingham, MA 01701, United States",https://www.bose.com/partnerships-and-licensing/,Not Available,"We believe sound is the most powerful force on earth and we are devoted to unleashing that power for transformative sound experiences. Bose Technology Licensing provides audio solutions through our Sound by Bose program and B2B partnerships, enabling greater consumer access to awe inspiring sound.","AR/VR/XR, Audio, Gaming and Esports, Home Entertainment and Office Hardware, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KaMmiAAF,
Botslab Inc.,"Venetian Expo, Halls A-D - 53671","3/F, Building A2, Nanshan Intelligent Park Shenzhen, 518000, China",https://global.botslab.com/,https://www.linkedin.com/company/botslab-global,"Botslab is a global tech company creating top-tier AI-Vision security products for families. With expertise in AI and visual tech, we enhance home safety, offering security cameras, video doorbells, dash cams, and kids’ watches. All embodying our core belief: Be Secure, Be Botslab.","IoT/Sensors, Lifestyle, Smart Home and Appliances, Vehicle Tech and Advanced Mobility, Video",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000LPyVAIA1,
"BrainChip, Inc.",Venetian Tower - Suite 29-312,"23041 Avenida De La Carlota Suite 250 Laguna Hills, CA 92653, United States",https://brainchip.com/,https://www.linkedin.com/company/7792006,"BrainChip is the global leader in event driven computing, with the Akida™ platform performing inferencing at the lowest power on the edge today. Supported by development tools, boards, chips and IP, Akida’s event driven architecture is suitable for a wide range of uses cases in speech, audio, video and other sensor data.","Audio, IoT/Sensors, Smart Cities, Smart Home and Appliances, Space Tech",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002Kd5hIAC,
"Brane Audio, Llc",Venetian Tower - Suite 29-127,"2101 Donley Drive Suite 100 Austin, TX 78758, United States",https://braneaudio.com/,Not Available,Brane X is the first mobile speaker in its size class with an internal subwoofer. Brane's breakthrough Repel-Attract-Driver (R.A.D.) delivers a 10x increase in sub-bass without any sacrifice in size or power consumption. R.A.D. represents the most significant innovation in audio driver tech in a century and breaks Hofmann's Iron Law.,"Audio, Home Entertainment and Office Hardware, Smart Home and Appliances, Startups, Sustainability",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003IuZUUQA3,
